,time,high,low,open,volumefrom,volumeto,close,conversionType,conversionSymbol,timestamp
5527,1680616800,28257.06,28083.09,28109.28,4161.74,117245248.9,28124.0,direct,,2023-04-04 14:00:00
5528,1680620400,28143.95,27956.48,28124.0,4782.57,134071152.95,28031.52,direct,,2023-04-04 15:00:00
5529,1680624000,28129.26,27972.05,28031.52,2561.01,71816239.71,28098.87,direct,,2023-04-04 16:00:00
5530,1680627600,28233.44,28081.21,28098.87,2489.92,70129902.53,28225.76,direct,,2023-04-04 17:00:00
5531,1680631200,28257.7,28086.47,28225.76,2216.05,62427861.56,28113.95,direct,,2023-04-04 18:00:00
5532,1680634800,28196.42,28073.18,28113.95,2087.5,58722238.02,28188.03,direct,,2023-04-04 19:00:00
5533,1680638400,28301.92,28174.86,28188.03,2251.07,63570780.7,28247.81,direct,,2023-04-04 20:00:00
5534,1680642000,28253.34,28161.15,28247.81,1400.55,39514586.39,28222.73,direct,,2023-04-04 21:00:00
5535,1680645600,28257.43,28182.32,28222.73,1134.04,32009006.45,28187.27,direct,,2023-04-04 22:00:00
5536,1680649200,28210.98,28079.25,28187.27,1510.11,42486555.97,28165.82,direct,,2023-04-04 23:00:00
5537,1680652800,28723.44,28100.28,28165.82,9065.93,258081481.23,28664.59,direct,,2023-04-05 00:00:00
5538,1680656400,28735.14,28545.07,28664.59,4953.74,141777292.13,28574.34,direct,,2023-04-05 01:00:00
5539,1680660000,28764.62,28526.11,28574.34,4199.36,120242195.21,28564.94,direct,,2023-04-05 02:00:00
5540,1680663600,28576.41,28433.47,28564.94,2690.21,76657779.15,28545.44,direct,,2023-04-05 03:00:00
5541,1680667200,28577.94,28484.37,28545.44,1872.63,53440630.3,28506.78,direct,,2023-04-05 04:00:00
5542,1680670800,28620.46,28481.17,28506.78,2128.0,60773766.15,28583.16,direct,,2023-04-05 05:00:00
5543,1680674400,28602.26,28493.22,28583.16,1856.3,52987305.32,28533.94,direct,,2023-04-05 06:00:00
5544,1680678000,28540.28,28459.1,28533.94,1873.54,53404649.2,28525.81,direct,,2023-04-05 07:00:00
5545,1680681600,28599.33,28452.56,28525.81,2670.64,76208075.19,28544.22,direct,,2023-04-05 08:00:00
5546,1680685200,28595.91,28502.94,28544.22,1934.06,55180988.94,28509.53,direct,,2023-04-05 09:00:00
5547,1680688800,28530.06,28479.11,28509.53,1434.8,40896877.35,28508.51,direct,,2023-04-05 10:00:00
5548,1680692400,28567.24,28481.52,28508.51,1726.4,49250717.45,28554.42,direct,,2023-04-05 11:00:00
5549,1680696000,28740.83,28331.76,28554.42,7460.73,212943887.57,28570.2,direct,,2023-04-05 12:00:00
5550,1680699600,28595.04,28309.78,28570.2,4846.44,137820708.37,28405.05,direct,,2023-04-05 13:00:00
5551,1680703200,28469.65,28091.73,28405.05,7347.71,207206210.46,28107.14,direct,,2023-04-05 14:00:00
5552,1680706800,28126.26,27867.8,28107.14,8342.07,233565469.72,28034.71,direct,,2023-04-05 15:00:00
5553,1680710400,28054.91,27814.14,28034.71,5839.49,163131460.29,27949.42,direct,,2023-04-05 16:00:00
5554,1680714000,28114.03,27920.85,27949.42,3263.35,91467489.64,28025.49,direct,,2023-04-05 17:00:00
5555,1680717600,28058.42,27938.22,28025.49,2132.36,59720638.1,28030.8,direct,,2023-04-05 18:00:00
5556,1680721200,28307.74,27968.74,28030.8,4750.48,133862924.57,28240.62,direct,,2023-04-05 19:00:00
5557,1680724800,28299.32,28133.94,28240.62,2041.76,57611369.23,28151.12,direct,,2023-04-05 20:00:00
5558,1680728400,28217.18,28136.21,28151.12,1479.57,41690399.78,28182.06,direct,,2023-04-05 21:00:00
5559,1680732000,28232.38,28132.05,28182.06,1363.97,38422506.42,28176.11,direct,,2023-04-05 22:00:00
5560,1680735600,28210.9,28138.34,28176.11,981.68,27657862.32,28170.51,direct,,2023-04-05 23:00:00
5561,1680739200,28179.72,27923.77,28170.51,3100.01,86933826.1,27998.24,direct,,2023-04-06 00:00:00
5562,1680742800,28087.78,27883.6,27998.24,2627.39,73526921.73,28064.96,direct,,2023-04-06 01:00:00
5563,1680746400,28095.28,27979.76,28064.96,1667.84,46774738.62,28040.73,direct,,2023-04-06 02:00:00
5564,1680750000,28150.19,28024.15,28040.73,1440.08,40435291.55,28130.1,direct,,2023-04-06 03:00:00
5565,1680753600,28130.29,28067.51,28130.1,1236.5,34749843.59,28069.24,direct,,2023-04-06 04:00:00
5566,1680757200,28082.32,27976.46,28069.24,1999.93,56070182.26,28037.42,direct,,2023-04-06 05:00:00
5567,1680760800,28072.72,28007.6,28037.42,1367.26,38343303.04,28064.05,direct,,2023-04-06 06:00:00
5568,1680764400,28087.77,27910.4,28064.05,2433.73,68119319.84,27911.38,direct,,2023-04-06 07:00:00
5569,1680768000,27987.62,27856.15,27911.38,3253.92,90831612.13,27953.16,direct,,2023-04-06 08:00:00
5570,1680771600,28023.93,27901.0,27953.16,1625.99,45476505.79,27904.63,direct,,2023-04-06 09:00:00
5571,1680775200,27906.74,27715.72,27904.63,5076.34,141279695.48,27849.19,direct,,2023-04-06 10:00:00
5572,1680778800,27953.68,27845.88,27849.19,1837.55,51289170.56,27945.36,direct,,2023-04-06 11:00:00
5573,1680782400,28072.42,27860.6,27945.36,3728.0,104207123.65,27905.05,direct,,2023-04-06 12:00:00
5574,1680786000,27979.39,27749.94,27905.05,4129.19,115056322.84,27890.88,direct,,2023-04-06 13:00:00
5575,1680789600,27974.13,27888.91,27890.88,3166.8,88462664.43,27952.5,direct,,2023-04-06 14:00:00
5576,1680793200,28180.59,27944.27,27952.5,4419.49,124118572.06,28091.78,direct,,2023-04-06 15:00:00
5577,1680796800,28161.77,28048.13,28091.78,2355.8,66229379.08,28065.38,direct,,2023-04-06 16:00:00
5578,1680800400,28083.53,28016.6,28065.38,1686.33,47314522.95,28041.39,direct,,2023-04-06 17:00:00
5579,1680804000,28095.22,27956.64,28041.39,1799.13,50419527.44,27963.99,direct,,2023-04-06 18:00:00
5580,1680807600,28055.54,27954.65,27963.99,1513.22,42381928.76,28018.03,direct,,2023-04-06 19:00:00
5581,1680811200,28119.88,27967.45,28018.03,1958.26,54921806.07,27976.78,direct,,2023-04-06 20:00:00
5582,1680814800,28052.55,27958.87,27976.78,1245.39,34879314.66,27988.92,direct,,2023-04-06 21:00:00
5583,1680818400,28009.85,27902.24,27988.92,1519.4,42490642.88,28009.03,direct,,2023-04-06 22:00:00
5584,1680822000,28055.68,28009.02,28009.03,989.63,27740700.72,28033.78,direct,,2023-04-06 23:00:00
5585,1680825600,28100.67,27998.51,28033.78,1240.07,34783977.19,28098.76,direct,,2023-04-07 00:00:00
5586,1680829200,28099.13,28037.66,28098.76,898.41,25217365.93,28057.6,direct,,2023-04-07 01:00:00
5587,1680832800,28072.13,27928.72,28057.6,1532.64,42911369.28,28017.7,direct,,2023-04-07 02:00:00
5588,1680836400,28050.15,27980.48,28017.7,801.45,22454621.8,28038.81,direct,,2023-04-07 03:00:00
5589,1680840000,28063.45,28002.32,28038.81,986.11,27646302.28,28021.81,direct,,2023-04-07 04:00:00
5590,1680843600,28022.36,27878.0,28021.81,2045.51,57193640.59,27979.95,direct,,2023-04-07 05:00:00
5591,1680847200,27985.57,27901.18,27979.95,1630.15,45549756.81,27959.05,direct,,2023-04-07 06:00:00
5592,1680850800,27959.05,27772.78,27959.05,2788.13,77676840.69,27838.76,direct,,2023-04-07 07:00:00
5593,1680854400,27932.31,27793.29,27838.76,2368.91,66016636.14,27818.0,direct,,2023-04-07 08:00:00
5594,1680858000,27894.85,27791.97,27818.0,1640.17,45676987.8,27869.68,direct,,2023-04-07 09:00:00
5595,1680861600,27961.39,27862.2,27869.68,1939.58,54162639.47,27933.5,direct,,2023-04-07 10:00:00
5596,1680865200,27936.09,27803.53,27933.5,1798.58,50124762.41,27840.52,direct,,2023-04-07 11:00:00
5597,1680868800,27975.39,27800.3,27840.52,3678.11,102576403.69,27892.74,direct,,2023-04-07 12:00:00
5598,1680872400,27929.32,27834.71,27892.74,1512.78,42182306.92,27897.58,direct,,2023-04-07 13:00:00
5599,1680876000,27982.46,27893.92,27897.58,1479.59,41330245.44,27914.86,direct,,2023-04-07 14:00:00
5600,1680879600,27952.54,27909.01,27914.86,1322.35,36927828.35,27944.9,direct,,2023-04-07 15:00:00
5601,1680883200,27952.97,27857.88,27944.9,1221.65,34086776.73,27879.41,direct,,2023-04-07 16:00:00
5602,1680886800,27941.49,27879.41,27879.41,747.71,20870540.15,27912.3,direct,,2023-04-07 17:00:00
5603,1680890400,27929.88,27876.49,27912.3,826.6,23066520.68,27892.19,direct,,2023-04-07 18:00:00
5604,1680894000,27906.12,27870.12,27892.19,712.33,19867676.04,27898.69,direct,,2023-04-07 19:00:00
5605,1680897600,27923.59,27841.54,27898.69,881.59,24580622.99,27864.75,direct,,2023-04-07 20:00:00
5606,1680901200,27908.78,27859.06,27864.75,678.63,18918240.4,27891.06,direct,,2023-04-07 21:00:00
5607,1680904800,27978.78,27866.48,27891.06,1306.34,36479077.53,27957.01,direct,,2023-04-07 22:00:00
5608,1680908400,27973.2,27894.44,27957.01,931.4,26010891.79,27906.46,direct,,2023-04-07 23:00:00
5609,1680912000,27919.3,27860.42,27906.46,1092.19,30455392.52,27881.23,direct,,2023-04-08 00:00:00
5610,1680915600,27931.79,27880.03,27881.23,742.12,20707716.45,27904.35,direct,,2023-04-08 01:00:00
5611,1680919200,27962.33,27904.22,27904.35,770.28,21511409.47,27956.61,direct,,2023-04-08 02:00:00
5612,1680922800,28056.97,27940.59,27956.61,2048.76,57362459.29,28022.69,direct,,2023-04-08 03:00:00
5613,1680926400,28040.12,27974.83,28022.69,899.29,25188904.16,27985.75,direct,,2023-04-08 04:00:00
5614,1680930000,28151.93,27979.69,27985.75,1923.11,53977114.16,28139.58,direct,,2023-04-08 05:00:00
5615,1680933600,28152.04,28087.16,28139.58,1691.53,47568370.06,28113.47,direct,,2023-04-08 06:00:00
5616,1680937200,28120.33,28064.2,28113.47,1145.63,32188618.44,28086.28,direct,,2023-04-08 07:00:00
5617,1680940800,28114.85,28021.06,28086.28,1240.15,34824665.46,28026.51,direct,,2023-04-08 08:00:00
5618,1680944400,28062.04,28014.13,28026.51,904.44,25365331.13,28031.59,direct,,2023-04-08 09:00:00
5619,1680948000,28034.14,27995.64,28031.59,875.88,24542438.18,28012.14,direct,,2023-04-08 10:00:00
5620,1680951600,28032.42,27991.17,28012.14,660.64,18508138.41,28015.66,direct,,2023-04-08 11:00:00
5621,1680955200,28031.67,27951.1,28015.66,1154.64,32320719.96,27988.01,direct,,2023-04-08 12:00:00
5622,1680958800,28044.63,27970.34,27988.01,1104.64,30930974.35,28020.83,direct,,2023-04-08 13:00:00
5623,1680962400,28055.9,28010.3,28020.83,1126.96,31590999.28,28028.2,direct,,2023-04-08 14:00:00
5624,1680966000,28029.22,27986.9,28028.2,795.57,22281078.59,28014.96,direct,,2023-04-08 15:00:00
5625,1680969600,28020.56,27996.38,28014.96,652.85,18285658.6,28002.97,direct,,2023-04-08 16:00:00
5626,1680973200,28017.0,27903.18,28002.97,1232.96,34476977.3,27935.92,direct,,2023-04-08 17:00:00
5627,1680976800,27955.25,27872.61,27935.92,1648.34,46023876.69,27904.0,direct,,2023-04-08 18:00:00
5628,1680980400,27951.49,27876.38,27904.0,1086.83,30338806.46,27923.44,direct,,2023-04-08 19:00:00
5629,1680984000,27955.48,27911.71,27923.44,1105.2,30877092.62,27912.66,direct,,2023-04-08 20:00:00
5630,1680987600,27935.31,27899.62,27912.66,682.31,19049302.0,27929.74,direct,,2023-04-08 21:00:00
5631,1680991200,27950.44,27885.77,27929.74,846.76,23638822.62,27939.38,direct,,2023-04-08 22:00:00
5632,1680994800,27985.8,27927.92,27939.38,939.77,26270038.37,27938.6,direct,,2023-04-08 23:00:00
5633,1680998400,28072.48,27926.12,27938.6,1537.42,43064982.13,28036.88,direct,,2023-04-09 00:00:00
5634,1681002000,28081.54,28030.63,28036.88,1158.04,32490692.0,28077.99,direct,,2023-04-09 01:00:00
5635,1681005600,28083.01,28030.91,28077.99,1376.53,38622363.55,28035.82,direct,,2023-04-09 02:00:00
5636,1681009200,28053.81,28019.26,28035.82,697.86,19565689.42,28028.25,direct,,2023-04-09 03:00:00
5637,1681012800,28041.22,28013.54,28028.25,979.88,27467153.78,28037.77,direct,,2023-04-09 04:00:00
5638,1681016400,28067.87,27992.41,28037.77,769.8,21586021.09,28000.0,direct,,2023-04-09 05:00:00
5639,1681020000,28000.47,27852.27,28000.0,3149.48,87961731.95,27878.97,direct,,2023-04-09 06:00:00
5640,1681023600,27914.34,27840.79,27878.97,2163.24,60307073.48,27903.21,direct,,2023-04-09 07:00:00
5641,1681027200,27922.26,27802.82,27903.21,1671.66,46593722.92,27881.94,direct,,2023-04-09 08:00:00
5642,1681030800,27937.94,27881.92,27881.94,1187.15,33130931.12,27898.58,direct,,2023-04-09 09:00:00
5643,1681034400,27914.06,27862.66,27898.58,762.48,21268646.58,27892.49,direct,,2023-04-09 10:00:00
5644,1681038000,27944.89,27866.46,27892.49,982.74,27419716.02,27930.83,direct,,2023-04-09 11:00:00
5645,1681041600,27972.64,27919.84,27930.83,1194.62,33384129.7,27930.35,direct,,2023-04-09 12:00:00
5646,1681045200,27930.37,27877.25,27930.35,899.53,25100049.47,27906.14,direct,,2023-04-09 13:00:00
5647,1681048800,27925.16,27802.03,27906.14,1835.51,51128220.94,27866.98,direct,,2023-04-09 14:00:00
5648,1681052400,27917.81,27835.25,27866.98,1136.72,31693355.02,27891.24,direct,,2023-04-09 15:00:00
5649,1681056000,27941.91,27890.94,27891.24,907.41,25328354.8,27897.13,direct,,2023-04-09 16:00:00
5650,1681059600,27927.26,27876.72,27897.13,730.81,20386149.43,27906.45,direct,,2023-04-09 17:00:00
5651,1681063200,28044.32,27906.3,27906.45,1552.06,43434129.07,28027.73,direct,,2023-04-09 18:00:00
5652,1681066800,28249.63,28000.05,28027.73,5605.22,157817606.71,28140.34,direct,,2023-04-09 19:00:00
5653,1681070400,28160.17,28093.6,28140.34,1180.73,33204394.41,28115.08,direct,,2023-04-09 20:00:00
5654,1681074000,28473.85,28115.08,28115.08,5251.88,148676534.66,28437.0,direct,,2023-04-09 21:00:00
5655,1681077600,28529.06,28360.36,28437.0,4684.01,133212962.41,28370.51,direct,,2023-04-09 22:00:00
5656,1681081200,28428.17,28295.03,28370.51,2535.13,71887078.13,28322.84,direct,,2023-04-09 23:00:00
5657,1681084800,28421.04,28287.55,28322.84,2315.32,65672207.76,28381.51,direct,,2023-04-10 00:00:00
5658,1681088400,28381.52,28245.31,28381.51,2098.47,59402560.38,28304.3,direct,,2023-04-10 01:00:00
5659,1681092000,28348.5,28271.92,28304.3,1319.61,37359378.11,28297.12,direct,,2023-04-10 02:00:00
5660,1681095600,28318.16,28268.62,28297.12,1354.64,38326029.62,28278.22,direct,,2023-04-10 03:00:00
5661,1681099200,28315.29,28214.36,28278.22,1328.24,37557320.13,28233.91,direct,,2023-04-10 04:00:00
